post_title,post_content,post_status,post_type,tax_ait-items,meta:_ait-item_subtitle,meta:_ait-item_map:address,meta:_ait-item_map:latitude,meta:_ait-item_map:longitude,meta:_ait-item_telephone,meta:_ait-item_web,meta:_ait-item_email,meta:_ait-item_headerType,meta:_ait-item_featuredItem,price_range,source_file,source_sheet
Champagne Cristal Louis Roederer,Crystal clarity,publish,ait-item,Vins & Art de Vivre,Wine Estate,"Reims, 51100 Reims",,,+33 3 26 40 96 00,,,map,true,4,Global_2000,Luxury_Wine_Estates
Champagne Salon Avize,Blanc de Blancs,publish,ait-item,Vins & Art de Vivre,Wine Estate,"Avize, 51160 Avize",,,+33 3 26 57 78 00,,,map,true,4,Global_2000,Luxury_Wine_Estates
Champagne Taittinger Reims,Reims tradition,publish,ait-item,Vins & Art de Vivre,Wine Estate,"Reims, 51100 Reims",,,+33 3 26 85 45 35,,,map,true,4,Global_2000,Luxury_Wine_Estates
Brunello di Montalcino Biondi-Santi,Tuscan nobility,publish,ait-item,Vins & Art de Vivre,Wine Estate,"Montalcino, 53024 Montalcino",,,+39 577 808 001,,,map,true,4,Global_2000,Luxury_Wine_Estates
Chianti Classico Antinori,Tuscan empire,publish,ait-item,Vins & Art de Vivre,Wine Estate,"Florence, 50125 Florence",,,+39 55 23 995,,,map,true,4,Global_2000,Luxury_Wine_Estates
Barolo Piemonte,Piedmont king,publish,ait-item,Vins & Art de Vivre,Wine Estate,"Alba, 12051 Alba",,,+39 173 363 030,,,map,true,4,Global_2000,Luxury_Wine_Estates
Amarone Della Valpolicella,Veneto strength,publish,ait-item,Vins & Art de Vivre,Wine Estate,"Verona, 37024 Verona",,,+39 45 770 1234,,,map,true,4,Global_2000,Luxury_Wine_Estates
Prosecco Valdobbiadene,Sparkle perfection,publish,ait-item,Vins & Art de Vivre,Wine Estate,"Treviso, 31027 Treviso",,,+39 423 975 105,,,map,true,4,Global_2000,Luxury_Wine_Estates
Vega Sicilia Ribera del Duero,Spanish legend,publish,ait-item,Vins & Art de Vivre,Wine Estate,"Valladolid, 47315 Valladolid",,,+34 983 680 147,,,map,true,4,Global_2000,Luxury_Wine_Estates
Marqués de Murrieta Rioja,Rioja tradition,publish,ait-item,Vins & Art de Vivre,Wine Estate,"Logroño, 26200 Logroño",,,+34 941 271 270,,,map,true,4,Global_2000,Luxury_Wine_Estates
Bodega Ysios Rioja,Rioja modern,publish,ait-item,Vins & Art de Vivre,Wine Estate,"Laguardia, 01300 Laguardia",,,+34 945 600 640,,,map,true,4,Global_2000,Luxury_Wine_Estates
Torres Penedès,Catalan dynasty,publish,ait-item,Vins & Art de Vivre,Wine Estate,"Barcelona, 08720 Penedès",,,+34 938 770 313,,,map,true,4,Global_2000,Luxury_Wine_Estates
Napa Valley Far Niente Cabernet,California icon,publish,ait-item,Vins & Art de Vivre,Wine Estate,"California, 94558 Oakville",,,+1 707 944 2861,,,map,true,4,Global_2000,Luxury_Wine_Estates
Opus One Napa Valley,Napa prestige,publish,ait-item,Vins & Art de Vivre,Wine Estate,"California, 94562 Oakville",,,+1 707 944 9442,,,map,true,4,Global_2000,Luxury_Wine_Estates
Screaming Eagle Cabernet,Cult wine,publish,ait-item,Vins & Art de Vivre,Wine Estate,"California, 94558 Oakville",,,+1 707 944 2861,,,map,true,4,Global_2000,Luxury_Wine_Estates
Stag's Leap District,Cabernet haven,publish,ait-item,Vins & Art de Vivre,Wine Estate,"California, 94558 Yountville",,,+1 707 944 2020,,,map,true,4,Global_2000,Luxury_Wine_Estates
Penfolds Grange South Australia,Australian icon,publish,ait-item,Vins & Art de Vivre,Wine Estate,"Adelaide, 5000 Adelaide",,,+61 8 8379 9000,,,map,true,4,Global_2000,Luxury_Wine_Estates
Henschke Hill of Grace Eden Valley,Eden Valley gem,publish,ait-item,Vins & Art de Vivre,Wine Estate,"Adelaide, 5000 Adelaide",,,+61 8 8562 8427,,,map,true,4,Global_2000,Luxury_Wine_Estates
Badrutt's Palace Hotel St. Moritz,Swiss icon,publish,ait-item,Hôtels & Séjours,Mountain Resort,"St. Moritz, 7500 St. Moritz",,,+41 81 837 1000,,,map,true,4,Global_2000,Luxury_Ski_Mountain_Resorts
Suvretta House St. Moritz,Palace tradition,publish,ait-item,Hôtels & Séjours,Mountain Resort,"St. Moritz, 7500 St. Moritz",,,+41 81 836 3636,,,map,true,4,Global_2000,Luxury_Ski_Mountain_Resorts
Kulm Hotel St. Moritz,Historic alpine,publish,ait-item,Hôtels & Séjours,Mountain Resort,"St. Moritz, 7500 St. Moritz",,,+41 81 837 8000,,,map,true,4,Global_2000,Luxury_Ski_Mountain_Resorts
Chesa Prisuna St. Moritz,Engadin luxury,publish,ait-item,Hôtels & Séjours,Mountain Chalet,"Celerina, 7500 Celerina",,,+41 81 838 7222,,,map,true,4,Global_2000,Luxury_Ski_Mountain_Resorts
Lech Zürs Spa Resort,Austrian Alps,publish,ait-item,Hôtels & Séjours,Mountain Resort,"Vorarlberg, 6764 Lech",,,+43 5583 21010,,,map,true,4,Global_2000,Luxury_Ski_Mountain_Resorts
Hotel Aurelius Lech,Vorarlberg gem,publish,ait-item,Hôtels & Séjours,Mountain Chalet,"Lech, 6764 Lech",,,+43 5583 2303,,,map,true,4,Global_2000,Luxury_Ski_Mountain_Resorts
Obereggen Resort Dolomites,Dolomite luxury,publish,ait-item,Hôtels & Séjours,Mountain Resort,"South Tyrol, 39040 Obereggen",,,+39 471 615 535,,,map,true,4,Global_2000,Luxury_Ski_Mountain_Resorts
Rosa Alpen Hotel Ciucas,Tuscan peak,publish,ait-item,Hôtels & Séjours,Mountain Hotel,"Tuscany, 52010 Poppi",,,+39 575 501 250,,,map,true,3,Global_2000,Luxury_Ski_Mountain_Resorts
Aman Sveti Stefan Montenegro,,publish,ait-item,Hôtels & Séjours,Mountain Resort,"Adriatic Coast, Montenegro Montenegro",,,,,Balkan luxury,map,true,4,Global_2000,Luxury_Ski_Mountain_Resorts
Hotel Eden Roc Ascona,Lago Maggiore,publish,ait-item,Hôtels & Séjours,Mountain Resort,"Ticino, 6612 Ascona",,,+41 91 785 7111,,,map,true,4,Global_2000,Luxury_Ski_Mountain_Resorts
Chamonix Mount-Blanc,Alpine legend,publish,ait-item,Hôtels & Séjours,Mountain Resort,"Haute-Savoie, 74400 Chamonix",,,+33 4 50 53 00 13,,,map,true,4,Global_2000,Luxury_Ski_Mountain_Resorts
Les Grandes Alpes Resort,French Alps,publish,ait-item,Hôtels & Séjours,Mountain Resort,"Chamonix, 74400 Chamonix",,,+33 4 50 54 00 67,,,map,true,4,Global_2000,Luxury_Ski_Mountain_Resorts
Hotel Alpina Megève,French sanctuary,publish,ait-item,Hôtels & Séjours,Mountain Resort,"Haute-Savoie, 74120 Megève",,,+33 4 50 21 24 65,,,map,true,4,Global_2000,Luxury_Ski_Mountain_Resorts
Megève Alpine Resort,Elegant alpine,publish,ait-item,Hôtels & Séjours,Mountain Resort,"Megève, 74120 Megève",,,+33 4 50 21 55 55,,,map,true,4,Global_2000,Luxury_Ski_Mountain_Resorts
La Clusaz Resort,Family friendly,publish,ait-item,Hôtels & Séjours,Mountain Resort,"Haute-Savoie, 74220 La Clusaz",,,+33 4 50 02 40 23,,,map,true,4,Global_2000,Luxury_Ski_Mountain_Resorts
Zermatt Mountain Resort,Matterhorn view,publish,ait-item,Hôtels & Séjours,Mountain Resort,"Valais, 3920 Zermatt",,,+41 27 966 1111,,,map,true,4,Global_2000,Luxury_Ski_Mountain_Resorts
Grand Hotel Zermatterhof,Zermatt classic,publish,ait-item,Hôtels & Séjours,Mountain Hotel,"Zermatt, 3920 Zermatt",,,+41 27 966 6600,,,map,true,3,Global_2000,Luxury_Ski_Mountain_Resorts
Verbier Four Seasons,Swiss powder,publish,ait-item,Hôtels & Séjours,Mountain Resort,"Valais, 1936 Verbier",,,+41 27 745 6666,,,map,true,4,Global_2000,Luxury_Ski_Mountain_Resorts
Gstaad Alpine Luxury,Bernese Oberland,publish,ait-item,Hôtels & Séjours,Mountain Resort,"Bern, 3780 Gstaad",,,+41 33 748 8080,,,map,true,4,Global_2000,Luxury_Ski_Mountain_Resorts
Palace Hotel Gstaad,Alpine palace,publish,ait-item,Hôtels & Séjours,Mountain Palace,"Gstaad, 3780 Gstaad",,,+41 33 748 5000,,,map,true,4,Global_2000,Luxury_Ski_Mountain_Resorts
Interlaken Mountain Resort,Swiss heartland,publish,ait-item,Hôtels & Séjours,Mountain Resort,"Bern, 3800 Interlaken",,,+41 33 826 8686,,,map,true,4,Global_2000,Luxury_Ski_Mountain_Resorts
Jungfrau Region Alpine,Mountain hub,publish,ait-item,Hôtels & Séjours,Mountain Resort,"Bern, 3823 Grindelwald",,,+41 33 854 1200,,,map,true,4,Global_2000,Luxury_Ski_Mountain_Resorts
Courchevel 1850 Resort,Three Valleys,publish,ait-item,Hôtels & Séjours,Mountain Resort,"Savoie, 73120 Courchevel",,,+33 4 79 08 00 44,,,map,true,4,Global_2000,Luxury_Ski_Mountain_Resorts
Méribel Alpine Luxury,Tarentaise gem,publish,ait-item,Hôtels & Séjours,Mountain Resort,"Savoie, 73550 Méribel",,,+33 4 79 08 60 60,,,map,true,4,Global_2000,Luxury_Ski_Mountain_Resorts
Val d'Isère Premium Resort,French powder,publish,ait-item,Hôtels & Séjours,Mountain Resort,"Savoie, 73150 Val d'Isère",,,+33 4 79 41 66 66,,,map,true,4,Global_2000,Luxury_Ski_Mountain_Resorts
Auli Village Mountain Resort,Nordic alpine,publish,ait-item,Hôtels & Séjours,Mountain Resort,"Jyväskylä, 43500 Äänekoski",,,+358 14 5570 700,,,map,true,4,Global_2000,Luxury_Ski_Mountain_Resorts
Lake Louise Mountain Resort,Canadian icon,publish,ait-item,Hôtels & Séjours,Mountain Resort,"Alberta, T0L1E0 Lake Louise",,,+1 403 522 3511,,,map,true,4,Global_2000,Luxury_Ski_Mountain_Resorts
Banff National Park Resort,Canadian Rockies,publish,ait-item,Hôtels & Séjours,Mountain Resort,"Alberta, T1L1K2 Banff",,,+1 403 762 2211,,,map,true,4,Global_2000,Luxury_Ski_Mountain_Resorts
Whistler Blackcomb Resort,North American giant,publish,ait-item,Hôtels & Séjours,Mountain Resort,"British Columbia, V0N1B4 Whistler",,,+1 604 938 8000,,,map,true,4,Global_2000,Luxury_Ski_Mountain_Resorts
Aspen Mountain Resort,Rocky Mountain legend,publish,ait-item,Hôtels & Séjours,Mountain Resort,"Colorado, 81611 Aspen",,,+1 970 925 1220,,,map,true,4,Global_2000,Luxury_Ski_Mountain_Resorts
Four Seasons Maldives Kuda Huraa,,publish,ait-item,Hôtels & Séjours,Beach Resort,"North Male Atoll, Maldives Maldives",,,,,Maldives icon,map,true,4,Global_2000,Luxury_Beach_Resorts_Islands
Soneva Jani Maldives,,publish,ait-item,Hôtels & Séjours,Beach Resort,"Noonu Atoll, Maldives Maldives",,,,,Sky villas,map,true,4,Global_2000,Luxury_Beach_Resorts_Islands
Angsana Laguna Maldives,,publish,ait-item,Hôtels & Séjours,Beach Resort,"North Male Atoll, Maldives Maldives",,,,,Atoll luxury,map,true,4,Global_2000,Luxury_Beach_Resorts_Islands
Conrad Rangali Island Maldives,,publish,ait-item,Hôtels & Séjours,Beach Resort,"South Male Atoll, Maldives Maldives",,,,,Resort island,map,true,4,Global_2000,Luxury_Beach_Resorts_Islands
Four Seasons Bora Bora,,publish,ait-item,Hôtels & Séjours,Beach Resort,"Society Islands, French Polynesia Bora Bora",,,,,Polynesian gem,map,true,4,Global_2000,Luxury_Beach_Resorts_Islands
Conrad Bora Bora Nui,,publish,ait-item,Hôtels & Séjours,Beach Resort,"Society Islands, French Polynesia Bora Bora",,,,,Lagoon luxury,map,true,4,Global_2000,Luxury_Beach_Resorts_Islands
Sofitel Bora Bora Marara,,publish,ait-item,Hôtels & Séjours,Beach Resort,"French Polynesia, Bora Bora French Polynesia",,,,,Lagoon treasure,map,true,4,Global_2000,Luxury_Beach_Resorts_Islands
Maia Luxury Resort Seychelles,,publish,ait-item,Hôtels & Séjours,Beach Resort,"Mahé, Seychelles Seychelles",,,,,Island sanctuary,map,true,4,Global_2000,Luxury_Beach_Resorts_Islands
Fregate Island Private Seychelles,,publish,ait-item,Hôtels & Séjours,Beach Resort,"Mahé, Seychelles Seychelles",,,,,Private paradise,map,true,4,Global_2000,Luxury_Beach_Resorts_Islands
Constance Lemuria Seychelles,,publish,ait-item,Hôtels & Séjours,Beach Resort,"Praslin, Seychelles Seychelles",,,,,Seychelles prestige,map,true,4,Global_2000,Luxury_Beach_Resorts_Islands
Kandima Maldives Resort,,publish,ait-item,Hôtels & Séjours,Beach Resort,"Dhaalu Atoll, Maldives Maldives",,,,,Island community,map,true,4,Global_2000,Luxury_Beach_Resorts_Islands
St Regis Bora Bora,,publish,ait-item,Hôtels & Séjours,Beach Resort,"Society Islands, French Polynesia Bora Bora",,,,,Luxury bungalows,map,true,4,Global_2000,Luxury_Beach_Resorts_Islands
Amanpulo Philippines,,publish,ait-item,Hôtels & Séjours,Beach Resort,"Palawan, Philippines Palawan",,,,,Philippine paradise,map,true,4,Global_2000,Luxury_Beach_Resorts_Islands
Amanresorts Lombok,,publish,ait-item,Hôtels & Séjours,Beach Resort,"West Nusa Tenggara, Indonesia Lombok",,,,,Indonesian gem,map,true,4,Global_2000,Luxury_Beach_Resorts_Islands
Aman Villas Bali,Bali icon,publish,ait-item,Hôtels & Séjours,Beach Resort,"Bali, 80361 Bali",,,+62 361 701 010,,,map,true,4,Global_2000,Luxury_Beach_Resorts_Islands
Amanvela Bali,Balinese perfection,publish,ait-item,Hôtels & Séjours,Beach Resort,"Nusa Dua, 80363 Bali",,,+62 361 772 333,,,map,true,4,Global_2000,Luxury_Beach_Resorts_Islands
Four Seasons Koh Samui Thailand,Thai island,publish,ait-item,Hôtels & Séjours,Beach Resort,"Surat Thani, 84310 Koh Samui",,,+66 77 428 300,,,map,true,4,Global_2000,Luxury_Beach_Resorts_Islands
Banyan Tree Koh Samui,Siam luxury,publish,ait-item,Hôtels & Séjours,Beach Resort,"Surat Thani, 84310 Koh Samui",,,+66 77 425 015,,,map,true,4,Global_2000,Luxury_Beach_Resorts_Islands
Amanpuri Phuket Thailand,Thailand legend,publish,ait-item,Hôtels & Séjours,Beach Resort,"Phuket, 83000 Phuket",,,+66 76 324 333,,,map,true,4,Global_2000,Luxury_Beach_Resorts_Islands
Banyan Tree Phuket,Laguna paradise,publish,ait-item,Hôtels & Séjours,Beach Resort,"Phuket, 83000 Phuket",,,+66 76 327 400,,,map,true,4,Global_2000,Luxury_Beach_Resorts_Islands
Belmond Hotel Caruso Ravello,Amalfi perched,publish,ait-item,Hôtels & Séjours,Beach Resort,"Amalfi Coast, 84010 Ravello",,,+39 89 858 801,,,map,true,4,Global_2000,Luxury_Beach_Resorts_Islands
Il San Pietro Positano,Clifftop romance,publish,ait-item,Hôtels & Séjours,Beach Resort,"Amalfi Coast, 84075 Positano",,,+39 89 875 455,,,map,true,4,Global_2000,Luxury_Beach_Resorts_Islands
Monastero Santa Rosa Conca dei Marini,Amalfi haven,publish,ait-item,Hôtels & Séjours,Beach Resort,"Amalfi Coast, 84010 Conca dei Marini",,,+39 89 831 199,,,map,true,4,Global_2000,Luxury_Beach_Resorts_Islands
Colonna Resort Gaeta,Tyrrhenian coast,publish,ait-item,Hôtels & Séjours,Beach Resort,"Lazio, 04024 Gaeta",,,+39 771 770 051,,,map,true,4,Global_2000,Luxury_Beach_Resorts_Islands
Hotel Parco dei Principi Sorento,Sorrento elegance,publish,ait-item,Hôtels & Séjours,Beach Resort,"Campania, 80067 Sorento",,,+39 81 878 2644,,,map,true,4,Global_2000,Luxury_Beach_Resorts_Islands
Château de Chambord Loire Valley,Renaissance marvel,publish,ait-item,Art & Culture,Historic Castle,"Chambord, 41250 Chambord",,,+33 2 54 50 40 00,,,map,true,4,Global_2000,Historic_Castles_Palaces_Global
Château de Fontainebleau Paris,Imperial residence,publish,ait-item,Hôtels & Séjours,Historic Palace,"Fontainebleau, 77300 Fontainebleau",,,+33 1 60 71 50 70,,,map,true,4,Global_2000,Historic_Castles_Palaces_Global
Château de Versailles,Sun King's throne,publish,ait-item,Hôtels & Séjours,Historic Palace,"Versailles, 78000 Versailles",,,+33 1 30 83 78 00,,,map,true,4,Global_2000,Historic_Castles_Palaces_Global
Château de Villandry Loire,Renaissance gardens,publish,ait-item,Art & Culture,Historic Estate,"Villandry, 37510 Villandry",,,+33 2 47 50 02 09,,,map,true,4,Global_2000,Historic_Castles_Palaces_Global
Château de Chenonceau Loire,Water castle,publish,ait-item,Art & Culture,Historic Castle,"Chenonceaux, 37150 Chenonceaux",,,+33 2 47 23 90 07,,,map,true,4,Global_2000,Historic_Castles_Palaces_Global
Château de Amboise Loire,Loire landmark,publish,ait-item,Art & Culture,Historic Castle,"Amboise, 37400 Amboise",,,+33 2 47 57 00 98,,,map,true,4,Global_2000,Historic_Castles_Palaces_Global
Château de Azay-le-Rideau Loire,Gothic jewel,publish,ait-item,Art & Culture,Historic Castle,"Azay-le-Rideau, 37190 Azay-le-Rideau",,,+33 2 47 45 42 04,,,map,true,4,Global_2000,Historic_Castles_Palaces_Global
Château de Blois Loire,Loire Valley icon,publish,ait-item,Art & Culture,Historic Castle,"Blois, 41000 Blois",,,+33 2 54 90 33 33,,,map,true,4,Global_2000,Historic_Castles_Palaces_Global
Château de Chaumont Loire,Festival venue,publish,ait-item,Art & Culture,Historic Estate,"Chaumont, 41150 Chaumont",,,+33 2 54 20 99 22,,,map,true,4,Global_2000,Historic_Castles_Palaces_Global
Château de Loches Loire,Medieval fortress,publish,ait-item,Art & Culture,Historic Castle,"Loches, 37600 Loches",,,+33 2 47 59 01 32,,,map,true,4,Global_2000,Historic_Castles_Palaces_Global
Château de Langeais Loire,Loire wedding,publish,ait-item,Art & Culture,Historic Castle,"Langeais, 37130 Langeais",,,+33 2 47 96 72 60,,,map,true,4,Global_2000,Historic_Castles_Palaces_Global
Château de Montsoreau Loire,River château,publish,ait-item,Art & Culture,Historic Castle,"Montsoreau, 49730 Montsoreau",,,+33 2 41 67 12 60,,,map,true,4,Global_2000,Historic_Castles_Palaces_Global
Château de Angers Loire,Tapestry castle,publish,ait-item,Art & Culture,Historic Castle,"Angers, 49000 Angers",,,+33 2 41 86 48 77,,,map,true,4,Global_2000,Historic_Castles_Palaces_Global
Mont Saint-Michel Normandy,Medieval wonder,publish,ait-item,Art & Culture,Historic Abbey,"Mont-Saint-Michel, 50170 Mont-Saint-Michel",,,+33 2 33 89 80 00,,,map,true,3,Global_2000,Historic_Castles_Palaces_Global
Château de Neuschwanstein Bavaria,Fairy tale castle,publish,ait-item,Art & Culture,Historic Castle,"Hohenschwangau, 87645 Hohenschwangau",,,+49 8362 930830,,,map,true,4,Global_2000,Historic_Castles_Palaces_Global
Schloss Hohensalzburg Salzburg,Alpine fortress,publish,ait-item,Art & Culture,Historic Castle,"Salzburg, 5020 Salzburg",,,+43 662 8424 3011,,,map,true,4,Global_2000,Historic_Castles_Palaces_Global
Schloss Schönbrunn Vienna,Hapsburg seat,publish,ait-item,Hôtels & Séjours,Historic Palace,"Vienna, 1130 Vienna",,,+43 1 811 130,,,map,true,4,Global_2000,Historic_Castles_Palaces_Global
Prague Castle,Czech Crown,publish,ait-item,Hôtels & Séjours,Historic Palace,"Prague, 11901 Prague",,,+420 224 373 368,,,map,true,4,Global_2000,Historic_Castles_Palaces_Global
Wawel Castle Krakow,Polish throne,publish,ait-item,Art & Culture,Historic Castle,"Krakow, 31001 Krakow",,,+48 12 422 5155,,,map,true,4,Global_2000,Historic_Castles_Palaces_Global
Budapest Royal Palace,Danube jewel,publish,ait-item,Hôtels & Séjours,Historic Palace,"Budapest, 1014 Budapest",,,+36 1 487 7000,,,map,true,4,Global_2000,Historic_Castles_Palaces_Global
Edinburgh Castle,Scottish icon,publish,ait-item,Art & Culture,Historic Fortress,"Edinburgh, EH8 8DW Edinburgh",,,+44 131 225 9846,,,map,true,3,Global_2000,Historic_Castles_Palaces_Global
Windsor Castle,Royal residence,publish,ait-item,Hôtels & Séjours,Historic Palace,"Windsor, SL4 1NJ Windsor",,,+44 1753 868 286,,,map,true,4,Global_2000,Historic_Castles_Palaces_Global
Tower of London,Crown jewels,publish,ait-item,Art & Culture,Historic Fortress,"London, EC3N 4AB London",,,+44 21 766 6299,,,map,true,3,Global_2000,Historic_Castles_Palaces_Global
Blenheim Palace Woodstock,UNESCO treasure,publish,ait-item,Hôtels & Séjours,Historic Palace,"Oxfordshire, OX20 1PP Woodstock",,,+44 1993 810530,,,map,true,4,Global_2000,Historic_Castles_Palaces_Global
Hampton Court Palace,Tudor palace,publish,ait-item,Hôtels & Séjours,Historic Palace,"Richmond upon Thames, KT8 9AU Richmond",,,+44 20 8781 9500,,,map,true,4,Global_2000,Historic_Castles_Palaces_Global
Hatfield House Hertfordshire,Jacobean mansion,publish,ait-item,Art & Culture,Historic Estate,"Hertfordshire, AL9 5NQ Hatfield",,,+44 1707 287 010,,,map,true,4,Global_2000,Historic_Castles_Palaces_Global
Peles Castle Sinaia Romania,Carpathian castle,publish,ait-item,Art & Culture,Historic Castle,"Prahova, 125100 Sinaia",,,+40 244 310 624,,,map,true,4,Global_2000,Historic_Castles_Palaces_Global
Bran Castle Transylvania,Dracula legend,publish,ait-item,Art & Culture,Historic Castle,"Brașov, 507025 Brașov",,,+40 268 217 800,,,map,true,4,Global_2000,Historic_Castles_Palaces_Global
Topkapi Palace Istanbul,Ottoman seat,publish,ait-item,Hôtels & Séjours,Historic Palace,"Istanbul, 34122 Istanbul",,,+90 212 512 0480,,,map,true,4,Global_2000,Historic_Castles_Palaces_Global
Dolmabahçe Palace Istanbul,Final capital,publish,ait-item,Hôtels & Séjours,Historic Palace,"Istanbul, 34357 Istanbul",,,+90 212 236 9000,,,map,true,4,Global_2000,Historic_Castles_Palaces_Global
Sintra Palace Portugal,Portuguese jewel,publish,ait-item,Hôtels & Séjours,Historic Palace,"Lisbon, 2710 Sintra",,,+351 21 910 6840,,,map,true,4,Global_2000,Historic_Castles_Palaces_Global
Pena National Palace Sintra,Romantic castle,publish,ait-item,Hôtels & Séjours,Historic Palace,"Sintra, 2710 Sintra",,,+351 21 910 8340,,,map,true,4,Global_2000,Historic_Castles_Palaces_Global
Reggia di Caserta Naples,Bourbon palace,publish,ait-item,Hôtels & Séjours,Historic Palace,"Caserta, 81100 Caserta",,,+39 823 277 111,,,map,true,4,Global_2000,Historic_Castles_Palaces_Global
Villa Farnese Caprarola,Renaissance pentagon,publish,ait-item,Art & Culture,Historic Villa,"Viterbo, 01032 Caprarola",,,+39 761 646 052,,,map,true,4,Global_2000,Historic_Castles_Palaces_Global
Royal Palace Madrid,Spanish throne,publish,ait-item,Hôtels & Séjours,Historic Palace,"Madrid, 28071 Madrid",,,+34 91 454 8800,,,map,true,4,Global_2000,Historic_Castles_Palaces_Global
La Alhambra Granada,Moorish masterpiece,publish,ait-item,Hôtels & Séjours,Historic Palace,"Granada, 18009 Granada",,,+34 958 027 971,,,map,true,4,Global_2000,Historic_Castles_Palaces_Global
Real Alcázar Seville,Andalusian palace,publish,ait-item,Hôtels & Séjours,Historic Palace,"Seville, 41003 Seville",,,+34 954 502 323,,,map,true,4,Global_2000,Historic_Castles_Palaces_Global
Chanel Rue Cambon Paris,Fashion icon,publish,ait-item,Shopping,Couture House,"Rue Cambon, 75001 Paris",,,+33 1 42 86 28 00,,,map,true,4,Global_2000,Couture_Houses_Designer_Boutiques
Chanel Place Vendôme Paris,Vendôme flagship,publish,ait-item,Shopping,Couture House,"Place Vendôme, 75001 Paris",,,+33 1 55 35 50 00,,,map,true,4,Global_2000,Couture_Houses_Designer_Boutiques
Louis Vuitton Champs-Élysées,LV temple,publish,ait-item,Shopping,Luxury Flagship,"Champs-Élysées, 75008 Paris",,,+33 1 53 57 52 00,,,map,true,4,Global_2000,Couture_Houses_Designer_Boutiques
Dior Avenue Montaigne Paris,Fashion dynasty,publish,ait-item,Shopping,Couture House,"Avenue Montaigne, 75008 Paris",,,+33 1 40 73 54 44,,,map,true,4,Global_2000,Couture_Houses_Designer_Boutiques
Hermès 24 Rue Saint-Honoré,Hermès origin,publish,ait-item,Shopping,Couture House,"Rue Saint-Honoré, 75001 Paris",,,+33 1 40 17 47 17,,,map,true,4,Global_2000,Couture_Houses_Designer_Boutiques
Givenchy Rue Saint-Honoré Paris,Parisian elegance,publish,ait-item,Shopping,Couture House,"Rue Saint-Honoré, 75001 Paris",,,+33 1 42 60 18 00,,,map,true,4,Global_2000,Couture_Houses_Designer_Boutiques
Valentino Rue Saint-Honoré,Red carpet,publish,ait-item,Shopping,Couture House,"Rue Saint-Honoré, 75001 Paris",,,+33 1 42 61 53 00,,,map,true,4,Global_2000,Couture_Houses_Designer_Boutiques
Guerlain Place Vendôme,Fragrance legend,publish,ait-item,Parfumerie & Beauté,Perfume House,"Place Vendôme, 75001 Paris",,,+33 1 42 86 82 00,,,map,true,4,Global_2000,Couture_Houses_Designer_Boutiques
Baccarat Rue Madame,Crystal palace,publish,ait-item,Vins & Art de Vivre,Luxury Crystal,"Rue Madame, 75006 Paris",,,+33 1 47 03 32 32,,,map,true,4,Global_2000,Couture_Houses_Designer_Boutiques
Lalique Rue Royale,Art Deco crystal,publish,ait-item,Vins & Art de Vivre,Luxury Crystal,"Rue Royale, 75008 Paris",,,+33 1 42 61 50 50,,,map,true,4,Global_2000,Couture_Houses_Designer_Boutiques
Cartier Place Vendôme,Jewelry empire,publish,ait-item,Joaillerie & Horlogerie,Jeweler,"Place Vendôme, 75001 Paris",,,+33 1 44 55 32 20,,,map,true,4,Global_2000,Couture_Houses_Designer_Boutiques
Van Cleef & Arpels Place Vendôme,Fairy tale gems,publish,ait-item,Joaillerie & Horlogerie,Jewelry,"Place Vendôme, 75001 Paris",,,+33 1 40 22 57 35,,,map,true,4,Global_2000,Couture_Houses_Designer_Boutiques
Piaget Place Vendôme,Watchmaker art,publish,ait-item,Joaillerie & Horlogerie,Luxury Watches,"Place Vendôme, 75001 Paris",,,+33 1 42 86 74 27,,,map,true,4,Global_2000,Couture_Houses_Designer_Boutiques
Jaeger-LeCoultre Rue Royale,Master watchmaker,publish,ait-item,Joaillerie & Horlogerie,Luxury Watches,"Rue Royale, 75008 Paris",,,+33 1 42 25 34 20,,,map,true,4,Global_2000,Couture_Houses_Designer_Boutiques
Rolex Rue Saint-Honoré,Watch legend,publish,ait-item,Joaillerie & Horlogerie,Luxury Watches,"Rue Saint-Honoré, 75001 Paris",,,+33 1 42 61 49 50,,,map,true,4,Global_2000,Couture_Houses_Designer_Boutiques
Patek Philippe Rue Royale,Haute horlogerie,publish,ait-item,Joaillerie & Horlogerie,Luxury Watches,"Rue Royale, 75008 Paris",,,+33 1 42 65 55 55,,,map,true,4,Global_2000,Couture_Houses_Designer_Boutiques
Chanel London New Bond Street,London fashion,publish,ait-item,Shopping,Couture House,"New Bond Street, W1S3AP London",,,+44 20 7493 5858,,,map,true,4,Global_2000,Couture_Houses_Designer_Boutiques
Harrods Knightsbridge London,British institution,publish,ait-item,Shopping,Department Store,"Knightsbridge, SW1X7XL London",,,+44 20 7730 1234,,,map,true,2,Global_2000,Couture_Houses_Designer_Boutiques
Selfridges Oxford Street London,Fashion temple,publish,ait-item,Shopping,Department Store,"Oxford Street, W1A1AB London",,,+44 20 7318 3000,,,map,true,2,Global_2000,Couture_Houses_Designer_Boutiques
Liberty London Regent Street,Edwardian elegance,publish,ait-item,Shopping,Department Store,"Regent Street, W1B5AH London",,,+44 20 7734 1234,,,map,true,2,Global_2000,Couture_Houses_Designer_Boutiques
